school,close_contact,postive_case,suspected_case,total,date,cluster,listed
Alcova ES,,,1.0,1.0,8/21/2020,Dacula,yes
Alcova ES,,,1.0,1.0,8/24/2020,Dacula,yes
Alcova ES,,,,0.0,8/18/2020,Dacula,yes
Alcova ES,,,,0.0,8/19/2020,Dacula,yes
Alcova ES,,,1.0,1.0,8/20/2020,Dacula,yes
Alcova ES,,,1.0,1.0,8/25/2020,Dacula,yes
Alcova ES,,,1.0,1.0,8/26/2020,Dacula,yes
Alcova ES,0.0,0.0,3.0,3.0,9/2/2020,Dacula,yes
Alcova ES,0.0,0.0,6.0,6.0,9/3/2020,Dacula,yes
Alford ES,,,,0.0,8/21/2020,Discovery,added
Alford ES,,,,0.0,8/24/2020,Discovery,added
Alford ES,,,,0.0,8/18/2020,Discovery,added
Alford ES,,,,0.0,8/19/2020,Discovery,added
Alford ES,,,,0.0,8/20/2020,Discovery,added
Alford ES,,,,0.0,8/25/2020,Discovery,added
Alford ES,,,,0.0,8/26/2020,Discovery,added
Alford ES,1.0,0.0,0.0,1.0,9/2/2020,Discovery,added
Alford ES,0.0,0.0,0.0,0.0,9/3/2020,Discovery,added
Anderson-Livsey ES,,1.0,,1.0,8/21/2020,Shiloh,added
Anderson-Livsey ES,,,,0.0,8/24/2020,Shiloh,added
Anderson-Livsey ES,,,,0.0,8/18/2020,Shiloh,added
Anderson-Livsey ES,,1.0,,1.0,8/19/2020,Shiloh,added
Anderson-Livsey ES,,1.0,,1.0,8/20/2020,Shiloh,added
Anderson-Livsey ES,,1.0,,1.0,8/25/2020,Shiloh,added
Anderson-Livsey ES,,1.0,,1.0,8/26/2020,Shiloh,added
Anderson-Livsey ES,0.0,0.0,0.0,0.0,9/2/2020,Shiloh,added
Anderson-Livsey ES,0.0,0.0,0.0,0.0,9/3/2020,Shiloh,added
Annistown ES,1.0,,,1.0,8/21/2020,Shiloh,yes
Annistown ES,1.0,,,1.0,8/24/2020,Shiloh,yes
Annistown ES,1.0,,,1.0,8/18/2020,Shiloh,yes
Annistown ES,1.0,,,1.0,8/19/2020,Shiloh,yes
Annistown ES,1.0,,,1.0,8/20/2020,Shiloh,yes
Annistown ES,1.0,,,1.0,8/25/2020,Shiloh,yes
Annistown ES,1.0,,,1.0,8/26/2020,Shiloh,yes
Annistown ES,0.0,0.0,1.0,1.0,9/2/2020,Shiloh,yes
Annistown ES,0.0,0.0,1.0,1.0,9/3/2020,Shiloh,yes
Arcado ES,1.0,,1.0,2.0,8/21/2020,Parkview,yes
Arcado ES,1.0,,,1.0,8/24/2020,Parkview,yes
Arcado ES,1.0,,1.0,2.0,8/18/2020,Parkview,yes
Arcado ES,1.0,,1.0,2.0,8/19/2020,Parkview,yes
Arcado ES,1.0,,1.0,2.0,8/20/2020,Parkview,yes
Arcado ES,1.0,,,1.0,8/25/2020,Parkview,yes
Arcado ES,1.0,,,1.0,8/26/2020,Parkview,yes
Arcado ES,0.0,0.0,2.0,2.0,9/2/2020,Parkview,yes
Arcado ES,0.0,0.0,2.0,2.0,9/3/2020,Parkview,yes
Archer HS,3.0,,1.0,4.0,8/21/2020,Archer,yes
Archer HS,3.0,,,3.0,8/24/2020,Archer,yes
Archer HS,1.0,,1.0,2.0,8/18/2020,Archer,yes
Archer HS,1.0,,1.0,2.0,8/19/2020,Archer,yes
Archer HS,2.0,,1.0,3.0,8/20/2020,Archer,yes
Archer HS,4.0,,,4.0,8/25/2020,Archer,yes
Archer HS,4.0,,,4.0,8/26/2020,Archer,yes
Archer HS,5.0,0.0,3.0,8.0,9/2/2020,Archer,yes
Archer HS,7.0,0.0,4.0,11.0,9/3/2020,Archer,yes
Baggett ES,2.0,,,2.0,8/21/2020,Discovery,yes
Baggett ES,2.0,,,2.0,8/24/2020,Discovery,yes
Baggett ES,1.0,,,1.0,8/18/2020,Discovery,yes
Baggett ES,1.0,,,1.0,8/19/2020,Discovery,yes
Baggett ES,1.0,,,1.0,8/20/2020,Discovery,yes
Baggett ES,2.0,,,2.0,8/25/2020,Discovery,yes
Baggett ES,2.0,,3.0,5.0,8/26/2020,Discovery,yes
Baggett ES,5.0,0.0,4.0,9.0,9/1/2020,Discovery,yes
Baggett ES,12.0,1.0,4.0,17.0,9/2/2020,Discovery,yes
Baggett ES,11.0,1.0,2.0,14.0,9/3/2020,Discovery,yes
Baldwin ES,,,,0.0,8/21/2020,Norcross,added
Baldwin ES,,,,0.0,8/24/2020,Norcross,added
Baldwin ES,,1.0,,1.0,8/18/2020,Norcross,added
Baldwin ES,,,,0.0,8/19/2020,Norcross,added
Baldwin ES,,,,0.0,8/20/2020,Norcross,added
Baldwin ES,,,,0.0,8/25/2020,Norcross,added
Baldwin ES,,,,0.0,8/26/2020,Norcross,added
Baldwin ES,0.0,0.0,0.0,0.0,9/1/2020,Norcross,added
Baldwin ES,0.0,0.0,0.0,0.0,9/2/2020,Norcross,added
Baldwin ES,0.0,0.0,2.0,2.0,9/3/2020,Norcross,added
Bay Creek MS,,,,0.0,8/21/2020,Grayson,added
Bay Creek MS,,,,0.0,8/24/2020,Grayson,added
Bay Creek MS,,,,0.0,8/18/2020,Grayson,added
Bay Creek MS,,,,0.0,8/19/2020,Grayson,added
Bay Creek MS,,,,0.0,8/20/2020,Grayson,added
Bay Creek MS,,,1.0,1.0,8/25/2020,Grayson,added
Bay Creek MS,,,1.0,1.0,8/26/2020,Grayson,added
Bay Creek MS,0.0,0.0,3.0,3.0,9/1/2020,Grayson,added
Bay Creek MS,1.0,0.0,1.0,2.0,9/2/2020,Grayson,added
Bay Creek MS,1.0,0.0,3.0,4.0,9/3/2020,Grayson,added
Beaver Ridge ES,3.0,1.0,,4.0,8/21/2020,Norcross,added
Beaver Ridge ES,2.0,1.0,,3.0,8/24/2020,Norcross,added
Beaver Ridge ES,3.0,,,3.0,8/18/2020,Norcross,added
Beaver Ridge ES,3.0,1.0,,4.0,8/19/2020,Norcross,added
Beaver Ridge ES,3.0,1.0,,4.0,8/20/2020,Norcross,added
Beaver Ridge ES,,1.0,,1.0,8/25/2020,Norcross,added
Beaver Ridge ES,,,,0.0,8/26/2020,Norcross,added
Beaver Ridge ES,0.0,0.0,1.0,1.0,9/1/2020,Norcross,added
Beaver Ridge ES,0.0,0.0,1.0,1.0,9/2/2020,Norcross,added
Beaver Ridge ES,0.0,0.0,1.0,1.0,9/3/2020,Norcross,added
Benefield ES,,,,0.0,8/21/2020,Discovery,yes
Benefield ES,,,,0.0,8/24/2020,Discovery,yes
Benefield ES,,,,0.0,8/18/2020,Discovery,yes
Benefield ES,,,,0.0,8/19/2020,Discovery,yes
Benefield ES,,,,0.0,8/20/2020,Discovery,yes
Benefield ES,,,,0.0,8/25/2020,Discovery,yes
Benefield ES,,,,0.0,8/26/2020,Discovery,yes
Benefield ES,1.0,1.0,2.0,4.0,9/1/2020,Discovery,yes
Benefield ES,1.0,0.0,2.0,3.0,9/2/2020,Discovery,yes
Benefield ES,1.0,0.0,0.0,1.0,9/3/2020,Discovery,yes
Berkeley Lake ES,1.0,,,1.0,8/21/2020,Duluth,added
Berkeley Lake ES,,,,0.0,8/24/2020,Duluth,added
Berkeley Lake ES,2.0,,,2.0,8/18/2020,Duluth,added
Berkeley Lake ES,2.0,,,2.0,8/19/2020,Duluth,added
Berkeley Lake ES,2.0,,,2.0,8/20/2020,Duluth,added
Berkeley Lake ES,,,,0.0,8/25/2020,Duluth,added
Berkeley Lake ES,,,,0.0,8/26/2020,Duluth,added
Berkeley Lake ES,1.0,0.0,4.0,5.0,9/1/2020,Duluth,added
Berkeley Lake ES,2.0,0.0,8.0,10.0,9/2/2020,Duluth,added
Berkeley Lake ES,2.0,0.0,8.0,10.0,9/3/2020,Duluth,added
Berkmar HS,2.0,1.0,2.0,5.0,8/21/2020,Berkmar,yes
Berkmar HS,1.0,,1.0,2.0,8/24/2020,Berkmar,yes
Berkmar HS,1.0,1.0,2.0,4.0,8/18/2020,Berkmar,yes
Berkmar HS,1.0,1.0,2.0,4.0,8/19/2020,Berkmar,yes
Berkmar HS,2.0,1.0,2.0,5.0,8/20/2020,Berkmar,yes
Berkmar HS,1.0,,1.0,2.0,8/25/2020,Berkmar,yes
Berkmar HS,2.0,,1.0,3.0,8/26/2020,Berkmar,yes
Berkmar HS,73.0,1.0,3.0,77.0,9/1/2020,Berkmar,yes
Berkmar HS,82.0,1.0,3.0,86.0,9/2/2020,Berkmar,yes
Berkmar HS,82.0,1.0,3.0,86.0,9/3/2020,Berkmar,yes
Berkmar MS,,,,0.0,8/21/2020,Berkmar,added
Berkmar MS,,,,0.0,8/24/2020,Berkmar,added
Berkmar MS,,,,0.0,8/18/2020,Berkmar,added
Berkmar MS,,,,0.0,8/19/2020,Berkmar,added
Berkmar MS,,,,0.0,8/20/2020,Berkmar,added
Berkmar MS,,,,0.0,8/25/2020,Berkmar,added
Berkmar MS,,,,0.0,8/26/2020,Berkmar,added
Berkmar MS,0.0,0.0,0.0,0.0,9/1/2020,Berkmar,added
Berkmar MS,0.0,0.0,0.0,0.0,9/2/2020,Berkmar,added
Berkmar MS,0.0,0.0,0.0,0.0,9/3/2020,Berkmar,added
Bethesda ES,3.0,,,3.0,8/21/2020,Berkmar,yes
Bethesda ES,2.0,,,2.0,8/24/2020,Berkmar,yes
Bethesda ES,2.0,,,2.0,8/18/2020,Berkmar,yes
Bethesda ES,2.0,,,2.0,8/19/2020,Berkmar,yes
Bethesda ES,2.0,,,2.0,8/20/2020,Berkmar,yes
Bethesda ES,2.0,,,2.0,8/25/2020,Berkmar,yes
Bethesda ES,2.0,,,2.0,8/26/2020,Berkmar,yes
Bethesda ES,2.0,0.0,0.0,2.0,9/1/2020,Berkmar,yes
Bethesda ES,1.0,0.0,0.0,1.0,9/2/2020,Berkmar,yes
Bethesda ES,1.0,0.0,1.0,2.0,9/3/2020,Berkmar,yes
Britt ES,,,1.0,1.0,8/21/2020,South Gwinnett,added
Britt ES,,,1.0,1.0,8/24/2020,South Gwinnett,added
Britt ES,,,,0.0,8/18/2020,South Gwinnett,added
Britt ES,,,1.0,1.0,8/19/2020,South Gwinnett,added
Britt ES,,,1.0,1.0,8/20/2020,South Gwinnett,added
Britt ES,,,,0.0,8/25/2020,South Gwinnett,added
Britt ES,,,,0.0,8/26/2020,South Gwinnett,added
Britt ES,0.0,0.0,0.0,0.0,9/1/2020,South Gwinnett,added
Britt ES,0.0,0.0,0.0,0.0,9/2/2020,South Gwinnett,added
Britt ES,0.0,0.0,0.0,0.0,9/3/2020,South Gwinnett,added
Brookwood ES,1.0,,,1.0,8/21/2020,Brookwood,added
Brookwood ES,1.0,,,1.0,8/24/2020,Brookwood,added
Brookwood ES,1.0,,,1.0,8/18/2020,Brookwood,added
Brookwood ES,1.0,,,1.0,8/19/2020,Brookwood,added
Brookwood ES,1.0,,,1.0,8/20/2020,Brookwood,added
Brookwood ES,1.0,,,1.0,8/25/2020,Brookwood,added
Brookwood ES,1.0,,,1.0,8/26/2020,Brookwood,added
Brookwood ES,2.0,0.0,1.0,3.0,9/1/2020,Brookwood,added
Brookwood ES,2.0,0.0,1.0,3.0,9/2/2020,Brookwood,added
Brookwood ES,2.0,0.0,1.0,3.0,9/3/2020,Brookwood,added
Brookwood HS,,,,0.0,8/21/2020,Brookwood,added
Brookwood HS,,,,0.0,8/24/2020,Brookwood,added
Brookwood HS,1.0,,,1.0,8/18/2020,Brookwood,added
Brookwood HS,,,,0.0,8/19/2020,Brookwood,added
Brookwood HS,,,,0.0,8/20/2020,Brookwood,added
Brookwood HS,1.0,,1.0,2.0,8/25/2020,Brookwood,added
Brookwood HS,2.0,,1.0,3.0,8/26/2020,Brookwood,added
Brookwood HS,2.0,0.0,1.0,3.0,9/1/2020,Brookwood,added
Brookwood HS,3.0,0.0,1.0,4.0,9/2/2020,Brookwood,added
Brookwood HS,3.0,0.0,1.0,4.0,9/3/2020,Brookwood,added
Buice Center,1.0,,2.0,3.0,8/21/2020,Other,yes
Buice Center,,,2.0,2.0,8/24/2020,Other,yes
Buice Center,1.0,,2.0,3.0,8/18/2020,Other,yes
Buice Center,1.0,,2.0,3.0,8/19/2020,Other,yes
Buice Center,1.0,,2.0,3.0,8/20/2020,Other,yes
Buice Center,,,3.0,3.0,8/25/2020,Other,yes
Buice Center,,,3.0,3.0,8/26/2020,Other,yes
Buice Center,6.0,0.0,14.0,20.0,9/1/2020,Other,yes
Buice Center,6.0,0.0,14.0,20.0,9/2/2020,Other,yes
Buice Center,9.0,0.0,15.0,24.0,9/3/2020,Other,yes
Cedar Hill ES,1.0,,2.0,3.0,8/21/2020,Discovery,added
Cedar Hill ES,1.0,,2.0,3.0,8/24/2020,Discovery,added
Cedar Hill ES,,,,0.0,8/18/2020,Discovery,added
Cedar Hill ES,,,1.0,1.0,8/19/2020,Discovery,added
Cedar Hill ES,1.0,,2.0,3.0,8/20/2020,Discovery,added
Cedar Hill ES,1.0,,2.0,3.0,8/25/2020,Discovery,added
Cedar Hill ES,1.0,,2.0,3.0,8/26/2020,Discovery,added
Cedar Hill ES,1.0,0.0,1.0,2.0,9/1/2020,Discovery,added
Cedar Hill ES,0.0,0.0,0.0,0.0,9/2/2020,Discovery,added
Cedar Hill ES,12.0,0.0,2.0,14.0,9/3/2020,Discovery,added
Centerville ES,,,,0.0,8/21/2020,Shiloh,yes
Centerville ES,,,1.0,1.0,8/24/2020,Shiloh,yes
Centerville ES,,,,0.0,8/18/2020,Shiloh,yes
Centerville ES,,,,0.0,8/19/2020,Shiloh,yes
Centerville ES,,,,0.0,8/20/2020,Shiloh,yes
Centerville ES,,,1.0,1.0,8/25/2020,Shiloh,yes
Centerville ES,,,1.0,1.0,8/26/2020,Shiloh,yes
Centerville ES,0.0,0.0,0.0,0.0,9/1/2020,Shiloh,yes
Centerville ES,0.0,0.0,0.0,0.0,9/2/2020,Shiloh,yes
Centerville ES,0.0,0.0,0.0,0.0,9/3/2020,Shiloh,yes
Central Gwinnett HS,,,,0.0,8/21/2020,Central Gwinnett,added
Central Gwinnett HS,,,,0.0,8/24/2020,Central Gwinnett,added
Central Gwinnett HS,,,,0.0,8/18/2020,Central Gwinnett,added
Central Gwinnett HS,,,,0.0,8/19/2020,Central Gwinnett,added
Central Gwinnett HS,,,,0.0,8/20/2020,Central Gwinnett,added
Central Gwinnett HS,,,,0.0,8/25/2020,Central Gwinnett,added
Central Gwinnett HS,,,,0.0,8/26/2020,Central Gwinnett,added
Central Gwinnett HS,4.0,0.0,1.0,5.0,9/1/2020,Central Gwinnett,added
Central Gwinnett HS,4.0,0.0,1.0,5.0,9/2/2020,Central Gwinnett,added
Central Gwinnett HS,4.0,0.0,1.0,5.0,9/3/2020,Central Gwinnett,added
Chattahoochee ES,,,,0.0,8/21/2020,Duluth,yes
Chattahoochee ES,,,,0.0,8/24/2020,Duluth,yes
Chattahoochee ES,,,,0.0,8/18/2020,Duluth,yes
Chattahoochee ES,,,,0.0,8/19/2020,Duluth,yes
Chattahoochee ES,,,,0.0,8/20/2020,Duluth,yes
Chattahoochee ES,,,,0.0,8/25/2020,Duluth,yes
Chattahoochee ES,,,,0.0,8/26/2020,Duluth,yes
Chattahoochee ES,5.0,0.0,1.0,6.0,9/1/2020,Duluth,yes
Chattahoochee ES,5.0,0.0,1.0,6.0,9/2/2020,Duluth,yes
Chattahoochee ES,5.0,0.0,1.0,6.0,9/3/2020,Duluth,yes
Chesney ES,,,,0.0,8/21/2020,Duluth,added
Chesney ES,,,,0.0,8/24/2020,Duluth,added
Chesney ES,,,,0.0,8/18/2020,Duluth,added
Chesney ES,,,,0.0,8/19/2020,Duluth,added
Chesney ES,,,,0.0,8/20/2020,Duluth,added
Chesney ES,,,,0.0,8/25/2020,Duluth,added
Chesney ES,,,,0.0,8/26/2020,Duluth,added
Chesney ES,0.0,0.0,1.0,1.0,9/1/2020,Duluth,added
Chesney ES,0.0,0.0,1.0,1.0,9/2/2020,Duluth,added
Chesney ES,5.0,0.0,2.0,7.0,9/3/2020,Duluth,added
Coleman MS,,,,0.0,8/21/2020,Duluth,added
Coleman MS,,,,0.0,8/24/2020,Duluth,added
Coleman MS,,,,0.0,8/18/2020,Duluth,added
Coleman MS,,,,0.0,8/19/2020,Duluth,added
Coleman MS,,,,0.0,8/20/2020,Duluth,added
Coleman MS,,,,0.0,8/25/2020,Duluth,added
Coleman MS,,,,0.0,8/26/2020,Duluth,added
Coleman MS,0.0,0.0,0.0,0.0,9/1/2020,Duluth,added
Coleman MS,0.0,0.0,0.0,0.0,9/2/2020,Duluth,added
Coleman MS,0.0,0.0,0.0,0.0,9/3/2020,Duluth,added
Collins Hill HS,3.0,1.0,1.0,5.0,8/21/2020,Collins Hill,added
Collins Hill HS,2.0,,1.0,3.0,8/24/2020,Collins Hill,added
Collins Hill HS,1.0,1.0,1.0,3.0,8/18/2020,Collins Hill,added
Collins Hill HS,3.0,1.0,1.0,5.0,8/19/2020,Collins Hill,added
Collins Hill HS,3.0,1.0,1.0,5.0,8/20/2020,Collins Hill,added
Collins Hill HS,2.0,,,2.0,8/25/2020,Collins Hill,added
Collins Hill HS,2.0,,,2.0,8/26/2020,Collins Hill,added
Collins Hill HS,1.0,0.0,0.0,1.0,9/1/2020,Collins Hill,added
Collins Hill HS,1.0,0.0,0.0,1.0,9/2/2020,Collins Hill,added
Collins Hill HS,2.0,0.0,2.0,4.0,9/3/2020,Collins Hill,added
Cooper ES,3.0,,1.0,4.0,8/21/2020,Archer,yes
Cooper ES,1.0,,1.0,2.0,8/24/2020,Archer,yes
Cooper ES,3.0,,1.0,4.0,8/18/2020,Archer,yes
Cooper ES,3.0,,2.0,5.0,8/19/2020,Archer,yes
Cooper ES,3.0,,2.0,5.0,8/20/2020,Archer,yes
Cooper ES,1.0,,,1.0,8/25/2020,Archer,yes
Cooper ES,1.0,,,1.0,8/26/2020,Archer,yes
Cooper ES,3.0,0.0,1.0,4.0,9/1/2020,Archer,yes
Cooper ES,2.0,0.0,0.0,2.0,9/2/2020,Archer,yes
Cooper ES,1.0,0.0,0.0,1.0,9/3/2020,Archer,yes
Corley ES,,,,0.0,8/21/2020,Berkmar,added
Corley ES,,,,0.0,8/24/2020,Berkmar,added
Corley ES,1.0,,,1.0,8/18/2020,Berkmar,added
Corley ES,,,,0.0,8/19/2020,Berkmar,added
Corley ES,,,,0.0,8/20/2020,Berkmar,added
Corley ES,,,,0.0,8/25/2020,Berkmar,added
Corley ES,,,,0.0,8/26/2020,Berkmar,added
Corley ES,0.0,0.0,0.0,0.0,9/1/2020,Berkmar,added
Corley ES,0.0,0.0,0.0,0.0,9/2/2020,Berkmar,added
Corley ES,0.0,0.0,1.0,1.0,9/3/2020,Berkmar,added
Craig ES,,,,0.0,8/21/2020,Brookwood,added
Craig ES,,,,0.0,8/24/2020,Brookwood,added
Craig ES,,,1.0,1.0,8/18/2020,Brookwood,added
Craig ES,,,1.0,1.0,8/19/2020,Brookwood,added
Craig ES,,,,0.0,8/20/2020,Brookwood,added
Craig ES,,,,0.0,8/25/2020,Brookwood,added
Craig ES,,,,0.0,8/26/2020,Brookwood,added
Craig ES,0.0,0.0,0.0,0.0,9/1/2020,Brookwood,added
Craig ES,0.0,0.0,0.0,0.0,9/2/2020,Brookwood,added
Craig ES,0.0,0.0,0.0,0.0,9/3/2020,Brookwood,added
Creekland MS,1.0,,1.0,2.0,8/21/2020,Collins Hill,yes
Creekland MS,1.0,,1.0,2.0,8/24/2020,Collins Hill,yes
Creekland MS,,,,0.0,8/18/2020,Collins Hill,yes
Creekland MS,,,,0.0,8/19/2020,Collins Hill,yes
Creekland MS,,,,0.0,8/20/2020,Collins Hill,yes
Creekland MS,1.0,,1.0,2.0,8/25/2020,Collins Hill,yes
Creekland MS,1.0,,1.0,2.0,8/26/2020,Collins Hill,yes
Creekland MS,8.0,0.0,1.0,9.0,9/1/2020,Collins Hill,yes
Creekland MS,8.0,0.0,1.0,9.0,9/2/2020,Collins Hill,yes
Creekland MS,9.0,0.0,2.0,11.0,9/3/2020,Collins Hill,yes
Crews MS,,1.0,,1.0,8/21/2020,Brookwood,added
Crews MS,,,,0.0,8/24/2020,Brookwood,added
Crews MS,0.0,0.0,1.0,1.0,8/31/2020,Brookwood,added
Crews MS,4.0,2.0,,6.0,8/18/2020,Brookwood,added
Crews MS,4.0,2.0,,6.0,8/19/2020,Brookwood,added
Crews MS,4.0,1.0,,5.0,8/20/2020,Brookwood,added
Crews MS,,,,0.0,8/25/2020,Brookwood,added
Crews MS,,,1.0,1.0,8/26/2020,Brookwood,added
Crews MS,0.0,0.0,0.0,0.0,9/1/2020,Brookwood,added
Crews MS,0.0,0.0,0.0,0.0,9/2/2020,Brookwood,added
Crews MS,0.0,0.0,1.0,1.0,9/3/2020,Brookwood,added
Dacula ES,2.0,,,2.0,8/21/2020,Dacula,added
Dacula ES,2.0,,,2.0,8/24/2020,Dacula,added
Dacula ES,2.0,0.0,0.0,2.0,8/28/2020,Dacula,added
Dacula ES,3.0,0.0,0.0,3.0,8/31/2020,Dacula,added
Dacula ES,2.0,,,2.0,8/18/2020,Dacula,added
Dacula ES,2.0,,,2.0,8/19/2020,Dacula,added
Dacula ES,2.0,,,2.0,8/20/2020,Dacula,added
Dacula ES,2.0,,,2.0,8/25/2020,Dacula,added
Dacula ES,2.0,,,2.0,8/26/2020,Dacula,added
Dacula ES,8.0,0.0,5.0,13.0,9/1/2020,Dacula,added
Dacula ES,9.0,0.0,5.0,14.0,9/2/2020,Dacula,added
Dacula ES,10.0,0.0,5.0,15.0,9/3/2020,Dacula,added
Dacula HS,,,,0.0,8/21/2020,Dacula,added
Dacula HS,,,,0.0,8/24/2020,Dacula,added
Dacula HS,0.0,0.0,0.0,0.0,8/28/2020,Dacula,added
Dacula HS,1.0,0.0,0.0,1.0,8/31/2020,Dacula,added
Dacula HS,,,1.0,1.0,8/18/2020,Dacula,added
Dacula HS,,,1.0,1.0,8/19/2020,Dacula,added
Dacula HS,,,,0.0,8/20/2020,Dacula,added
Dacula HS,,,,0.0,8/25/2020,Dacula,added
Dacula HS,,,,0.0,8/26/2020,Dacula,added
Dacula HS,1.0,0.0,0.0,1.0,9/1/2020,Dacula,added
Dacula HS,2.0,0.0,0.0,2.0,9/2/2020,Dacula,added
Dacula HS,2.0,0.0,0.0,2.0,9/3/2020,Dacula,added
Dacula MS,3.0,,,3.0,8/21/2020,Dacula,added
Dacula MS,2.0,,,2.0,8/24/2020,Dacula,added
Dacula MS,1.0,1.0,0.0,2.0,8/28/2020,Dacula,added
Dacula MS,1.0,1.0,0.0,2.0,8/31/2020,Dacula,added
Dacula MS,2.0,,,2.0,8/18/2020,Dacula,added
Dacula MS,2.0,,,2.0,8/19/2020,Dacula,added
Dacula MS,3.0,,,3.0,8/20/2020,Dacula,added
Dacula MS,1.0,1.0,,2.0,8/25/2020,Dacula,added
Dacula MS,1.0,1.0,,2.0,8/26/2020,Dacula,added
Dacula MS,3.0,1.0,1.0,5.0,9/1/2020,Dacula,added
Dacula MS,2.0,1.0,1.0,4.0,9/2/2020,Dacula,added
Dacula MS,3.0,1.0,1.0,5.0,9/3/2020,Dacula,added
Discovery HS,,1.0,2.0,3.0,8/21/2020,Discovery,added
Discovery HS,,,2.0,2.0,8/24/2020,Discovery,added
Discovery HS,0.0,0.0,3.0,3.0,8/28/2020,Discovery,added
Discovery HS,0.0,0.0,3.0,3.0,8/31/2020,Discovery,added
Discovery HS,,1.0,,1.0,8/18/2020,Discovery,added
Discovery HS,,1.0,1.0,2.0,8/19/2020,Discovery,added
Discovery HS,,1.0,2.0,3.0,8/20/2020,Discovery,added
Discovery HS,,,4.0,4.0,8/25/2020,Discovery,added
Discovery HS,,,3.0,3.0,8/26/2020,Discovery,added
Discovery HS,0.0,0.0,0.0,0.0,9/1/2020,Discovery,added
Discovery HS,1.0,0.0,0.0,1.0,9/2/2020,Discovery,added
Discovery HS,1.0,0.0,0.0,1.0,9/3/2020,Discovery,added
Duluth HS,7.0,1.0,3.0,11.0,8/21/2020,Duluth,yes
Duluth HS,7.0,1.0,3.0,11.0,8/24/2020,Duluth,yes
Duluth HS,12.0,0.0,3.0,15.0,8/28/2020,Duluth,yes
Duluth HS,12.0,0.0,4.0,16.0,8/31/2020,Duluth,yes
Duluth HS,11.0,,5.0,16.0,8/18/2020,Duluth,yes
Duluth HS,7.0,,6.0,13.0,8/19/2020,Duluth,yes
Duluth HS,8.0,1.0,6.0,15.0,8/20/2020,Duluth,yes
Duluth HS,8.0,1.0,2.0,11.0,8/25/2020,Duluth,yes
